"OBJECTID","FACILITY_N","county","Latitude","Longitude"
"412","Asat Beach Dispensary","Kisumu","-0.18267","34.51846"
"413","Asayi Dispensary","Siaya","0.1176","34.37246"
"414","Asembo Bay Health Clinic (Rarieda)","Siaya","-0.1815","34.38582"
"415","Ash Community Health Centre","Trans Nzoia","0.9503","34.97614"
"416","Ashabito Health Centre","Mandera","3.55206","40.87104"
"417","Ashburn Ohuru Clinic","Siaya","0.03228","34.31474"
"418","Ashraf Medical Clinic","Mombasa","-4.06111","39.67204"
"419","Aski Medical Clinic","Nairobi","-1.26552","36.92215"
"420","ASN Upendo Village Dispensary","Nakuru","-0.75748","36.47571"
"421","ASPE Medical Clinic","Kiambu","-1.0321","36.83175"
"422","Assa Dispensary","Tana River","-2.04877","39.42897"
"423","Association of Physically Disabled of Kenya","Nairobi","-1.258096","36.7786"
"424","Assumption of Mary Dispensary","Kiambu","-0.985005","37.3309"
"425","Assumption Sisters Dispensary","Elgeyo Marakwet","0.71528","35.51798"
"426","Assumption Sisters Mbooni Clinic","Makueni","-1.66007","37.44812"
"427","Assururiet (SDA) Dispensary","Uasin Gishu","0.23641","35.48665"
"428","Asumbi Annex Dispensary","Homa Bay","-0.6246","34.50363"
"429","Asumbi Health Centre","Homa Bay","-0.62079","34.61453"
"430","Asumbi Teachers Training College","Homa Bay","-0.6018","34.23737"
"431","Atakara Medical Clinic","Machakos","-1.26651","37.3199"
"432","Atela Dispensary","Homa Bay","-0.42457","34.99704"
"433","Atemo Health Centre","Homa Bay","-0.503","34.83291"
"434","Athi Complex Community Centre","Machakos","-1.4452","36.9768"
"435","Athi Dispensary","Kiambu","-1.16958","37.14497"
"436","Athi Kamunyuni Dispensary","Makueni","-2.50586","38.26188"
"437","Athi River Community Hospital","Machakos","-1.46131","36.97934"
"438","Athi River Health Centre","Machakos","-1.44961","36.98334"
"439","Athi River Medical Services","Machakos","-1.45772","36.97749"
"440","Athibohol Dispensary","Wajir","1.85794","39.46997"
"441","Athirunjine Runjine Dispensary","Meru","0.30737","37.96397"
"442","Atiar Dispensary","Baringo","0.77933","35.8183"
"443","Atlas Medical Clinic","Nyeri","-0.54785","36.94291"
"444","Avarende Medical Clinic","Kakamega","0.30369","34.76259"
"445","Avenue Health Care","Mombasa","-4.04906","39.67352"
"446","Avenue Health Care (Makadara)","Nairobi","-1.30337","36.86518"
"447","Avenue Health Care Clinic","Kisumu","-0.10463","34.75323"
"448","Avenue Health Care Nakuru","Nakuru","-0.28633","36.06528"
"449","Avenue Health Care Ongata Rongai","Kajiado","-1.39443","36.76322"
"450","Avenue Healthcare Thika","Kiambu","-1.03879","37.07748"
"451","Avenue Hospital","Nairobi","-1.264508","36.817897"
"452","Avenue Hospital Kisumu","Kisumu","-0.088626","34.770387"
"453","Awasi Mission Health Center","Kisumu","-0.16043","35.07395"
"454","Awendo Jiwdendi","Migori","-0.90578","34.52885"
"455","Axis Nursing Home","Mombasa","-4.05815","39.67255"
"456","Ayan Clinic","Garissa","0.614728","39.1829"
"457","Ayatya Dispensary","Baringo","0.674182","35.78822"
"458","Azimio Medical Centre","Mombasa","-4.03355","39.66053"
"459","Azimio Medical Clinic (Meru South)","Tharaka Nithi","-0.35511","37.66638"
"460","B & L Healthcare(Naivasha)","Nakuru","-0.71456","36.4335"
"461","B/Valley (PCEA) Clinic","Embu","-0.5332","37.46336"
"462","Baari Health Centre","Nyandarua","-0.01049","36.4143"
"463","Baawa Community Dispensary","Samburu","1.01035","36.7816"
"464","Babadogo (EDARP)","Nairobi","-1.23916","36.8864"
"465","Babadogo Health Centre","Nairobi","-1.2441","36.88416"
"466","Babadogo Medical Health Centre","Nairobi","-1.23916","36.8864"
"467","Babito Medical Centre","Nairobi","-1.25313","36.86708"
"468","Badana Dispensary","Isiolo","1.11633","38.9846"
"469","Badan-Rero Dispensary","Marsabit","2.76014","38.9009"
"470","Badassa Dispensary","Marsabit","2.26571","38.02626"
"471","Badilika VCT","Homa Bay","-0.42111","35.00508"
"472","Badri Medical Clinic","Mombasa","-4.03605","39.69097"
"473","Badria Medical Clinic","Mombasa","-4.04235","39.68392"
"474","Bafana Medical Centre","Nairobi","-1.26845","36.75504"
"475","Bagaria Dispensary","Nakuru","-0.48542","36.03998"
"476","Bahai Dispensary","Bungoma","0.73894","34.74928"
"477","Bahari Medical Clinic","Mombasa","-4.08577","39.65958"
"478","Bahari Medical Clinic Diani Beach","Kwale","-4.30791","39.57793"
"479","Baharini Dispensary","Uasin Gishu","0.30366","35.45132"
"480","Bahati Clinic","Nairobi","-1.29039","36.8594"
"481","Bahati Dispensary","Nakuru","-0.15402","36.15361"
"482","Bahati District Hospital","Nakuru","-0.17031","36.12368"
"483","Bahati Health Centre","Nairobi","-1.28891","36.86299"
"484","Bahati Hospital(Joska)","Machakos","-1.28363","37.09737"
"485","Bahati Medical Clinic","Nairobi","-1.32065","36.9336"
"486","Bahati Medical Clinic (Lugari)","Kakamega","0.65402","34.9643"
"487","Bahati Medical Clinic (West Pokot)","West Pokot","1.25992","35.09843"
"488","Bahati Medical Clinic Migori","Migori","-1.0682","34.46918"
"489","Baji Dispensary","Wajir","2.29395","38.93313"
"490","Bakarani Community Clinic","Mombasa","-4.01513","39.69491"
"491","Bakarani Maternity and Nursing Home","Mombasa","-4.0516","39.66537"
"492","Bakhita Dispensary","Kilifi","-3.17445","40.06918"
"493","Balambala Sub-District Hospital","Garissa","-0.04445","39.06323"
"494","Balatula Amin Dispensary","Wajir","1.58344","39.55006"
"495","Baldo Ippolita Catholic Health Centre","Nairobi","-1.19076","36.53239"
"496","Bales Saru Dispensary","Marsabit","4.17562","37.18699"
"497","Balesa Dispensary","Marsabit","3.60933","37.34534"
"498","Balich Dispensary","Garissa","-0.22079","39.47748"
"499","Balla Dispensary","Marsabit","1.1234","37.12789"
"500","Ballore Africa Logistic Staff Clinic","Mombasa","-4.01822","39.63202"
"501","Bama Hospital","Siaya","0.05668","34.29407"
"502","Bamba Medical Clinic","Kilifi","-3.54347","39.522"
"503","Bamba Sub-District Hospital","Kilifi","-3.545332","39.523595"
"504","Bamboo Health Centre","Nyandarua","-0.86276","36.56636"
"505","Bamburi Dispensary","Mombasa","-4.00435","39.69335"
"506","Bamburi Medicare","Mombasa","-4.00329","39.6986"
"507","Banadir Clinic","Mandera","3.94502","41.8354"
"508","Bande Dispensary","Migori","-1.03519","34.19766"
"509","Bangali Dispensary","Tana River","-0.72541","39.01666"
"510","Bangali Nomadic","Tana River","-1.7145","39.01568"
"511","Bangii Medical Clinic","Nakuru","-0.27787","36.00408"
"512","Banisa Health Centre","Mandera","3.94034","40.34418"
"513","Banita Dispensary","Nakuru","-0.07525","36.07665"
"514","Banja Health Centre","Vihiga","0.04438","34.8298"
"515","Bans Optical (Nairobi)","Nairobi","-1.28119","36.82119"
"516","Baobab Annex Clinic","Mombasa","-4.02514","39.67699"
"517","Baobab Clinic - Bamburi Cement","Mombasa","-3.96975","39.7061"
"518","Baobab Medical Clinic","Kilifi","-3.85775","39.47657"
"519","Baolala Dispensary","Kilifi","-3.17962","39.78562"
"520","Bar Achuth Dispensary","Siaya","0.28968","34.17204"
"521","Bar Agulu Dispensary","Siaya","0.04205","34.3338"
"522","Bar Aluru Dispensary (Rarieda)","Siaya","-0.119978","34.3383"
"523","Bar Hostess Empowerment and Support Programme (Makadara)","Nairobi","-1.29381","36.84889"
"524","Bar Hostess Empowerment Support Program VCT","Nairobi","-1.24777","36.87193"
"525","Bar Korwa Dispensary","Kisumu","-0.06878","34.51293"
"526","Bar Ndege Dispensary","Siaya","-0.29962","34.34579"
"527","Bar Olengo Dispensary","Siaya","0.015152","34.21078"
"528","Baragoi Catholic Dispensary","Samburu","1.73792","36.8579"
"529","Baragoi Sub-District Hospital","Samburu","1.78257","36.78812"
"530","Baragu Health Centre","Tharaka Nithi","-0.24794","37.67972"
"531","Baragwi Maternity Home","Kirinyaga","-0.49316","37.35107"
"532","Baraka Afya Clinic","Embu","-0.466194","37.4963"
"533","Baraka Clinic (Lugari)","Kakamega","0.60881","34.96774"
"534","Baraka Dental Clinic (Maara)","Tharaka Nithi","-0.2236","37.63064"
"535","Baraka Dispensary (Nairobi)","Nairobi","-1.25756","36.858"
"536","Baraka Maternity Home","Nakuru","-0.28909","36.07628"
"537","Baraka Medical Cenre","Nairobi","-1.26675","36.75036"
"538","Baraka Medical Clinic","Uasin Gishu","0.29156","35.32586"
"539","Baraka Medical Clinic (Kirinyaga)","Kirinyaga","-0.72136","37.32264"
"540","Baraka Medical Clinic (Lamu)","Lamu","-2.23303","40.42008"
"541","Baraka Medical Clinic (Makindu)","Makueni","-2.27853","37.81889"
"542","Baraka Medical Clinic (Mbitini)","Kitui","-1.59188","38.11635"
"543","Baraka Medical Clinic (Muranga North)","Murang'a","-0.713561","37.1602"
"544","Baraka Medical Clinic (Pokot Central)","West Pokot","1.43881","35.35712"
"545","Baraka Medical Clinic (Runyenjes)","Embu","-0.42372","37.60722"
"546","Baraka Medical Clinic (Samburu East)","Samburu","0.980778","37.3175"
"547","Baraka Medical Clinic (Trans Nzoia East)","Trans Nzoia","1.0282","35.12358"
"548","Baraka Medical Clinic (Turkana Central)","Turkana","3.10737","35.60484"
"549","Baraka Medical Clinic (Vikwatani)","Mombasa","-4.00513","39.68971"
"550","Baraka Medical Clinic Kitengela","Kajiado","-1.4821","36.95013"
"551","Baraka Medical Clinic(Muranga)","Murang'a","-0.73203","36.92821"
"552","Baraka Yetu Medical Clinic","Kitui","-1.35512","38.0698"
"553","Barakeiywo Dispensary","Uasin Gishu","0.20126","35.36798"
"554","Baraki Dispensary","Garissa","0.65177","39.58088"
"555","Barambate Dispensary","Isiolo","0.43648","38.16055"
"556","Baranga Dispensary","Meru","-0.1055","37.67919"
"557","Bararget Dispensary","Nakuru","-0.41505","35.73243"
"558","Baraton MCH","Nandi","0.23968","35.09219"
"559","Barazani Medical Clinic","Makueni","-1.94626","37.43785"
"560","Barding Dispensary","Siaya","0.01281","34.32742"
"561","Bargain Medical Clinic","Nakuru","-0.2795","36.12783"
"562","Bargoni Nys Dispensary","Lamu","-2.01832","40.78041"
"563","Baricho Catholic Health Centre","Kirinyaga","-0.55406","37.22931"
"564","Baricho Dispensary (Malindi)","Kilifi","-3.10339","39.78478"
"565","Baricho Health Centre","Kirinyaga","-0.55313","37.23931"
"566","Baringo County Beyond Zero Mobile Clinic","Baringo","0.49119","35.7436"
"567","Barmil Dispensary","Wajir","1.62753","39.70657"
"568","Barnet Memorial Hospital","Baringo","0.49418","35.74169"
"569","Barotion (AIC) Dispensary","Kericho","-0.15423","35.58121"
"570","Barpello Dispensary","Baringo","1.16278","35.9076"
"571","Barquqe Dispensary","Garissa","0.86705","39.30379"
"572","Barsaloi Catholic Dispensary","Samburu","1.33487","36.86091"
"573","Barsaloi GK Dispensary","Samburu","1.4362","36.8419"
"574","Bar-Sauri Dispensry","Siaya","0.11125","34.52503"
"575","Barsheba Medical Clinic","Mombasa","-4.00313","39.71214"
"576","Barsombe Dispensary","Uasin Gishu","0.89253","35.3301"
"577","Barsombe Dispensary (Turbo)","Uasin Gishu","0.899933","35.3277"
"578","Bartabwa Dispensary","Baringo","0.83614","35.81038"
"579","Bartolimo Dispensary","Baringo","0.68205","35.81633"
"580","Barut Dispensary","Nakuru","-0.19625","36.03383"
"581","Barut Medical clinic","Nakuru","0.19625","36.03383"
"582","Barwaqo Clinic","Wajir","1.74603","40.04796"
"583","Barwaqo Dispensary","Wajir","1.7415","40.03604"
"584","Barwessa Health Centre","Baringo","0.70307","35.69858"
"585","Basa Dispensary","Isiolo","1.1823","38.58158"
"586","Bashal Islamic Community Health Initiative","Garissa","-0.46334","39.66193"
"587","Basir Dispensary","Wajir","2.18467","39.0412"
"588","Batalu Dispensary","Wajir","2.83471","39.8504"
"589","Batian Clinical Services","Kajiado","-1.4773","36.95737"
"590","Batian Eye Clinic","Nyeri","-0.001332","37.094"
"591","Batian Flowers Clinic","Meru","0.08117","37.28271"
"592","Batian Laboratory Services","Nyeri","-0.001332","37.094"
"593","Batian Medical Centre","Kajiado","-1.47634","36.95901"
"594","Batian Medical Centre Annex","Kajiado","-1.48141","36.9565"
"595","Batian Medical Services Medical Clinic","Nyeri","-0.001332","37.094"
"596","Bay Leaf Health Center","Mombasa","-4.04649","39.65783"
"597","Bay Way Medical Clinic","Vihiga","0.00125","34.56958"
"598","Bcj Medical Centre","Kirinyaga","-0.68528","37.35455"
"599","Beacon of Hope Clinic (Kajiado)","Kajiado","-1.39401","36.76284"
"600","Beberion Clinic","Kakamega","0.82537","35.12097"
"601","Becca Medical Clinic","Makueni","-1.77963","37.62704"
"602","Beggs Clinic","Kakamega","0.82902","35.12129"
"603","Bekam Clinic","Nyamira","-0.48282","35.02174"
"604","Bekibon Dispensary","Baringo","0.34083","35.88575"
"605","Belgut Dispensary","Bomet","-0.75311","35.41447"
"606","Bellevue Health Centre","Nyeri","-0.22811","36.73023"
"607","Benane Health Centre","Garissa","0.50469","38.66288"
"608","Benga Bi Dispensary","Siaya","0.09518","34.12491"
"609","Benga Dispensary","Busia","0.31405","34.34289"
"610","Bengo Medical Clinic","Kilifi","-3.92993","39.56932"
"611","Benmac Clinic","Nakuru","-0.37458","35.9445"
"612","Bennedict XVI Dispensary","Laikipia","-0.03948","36.33457"
"613","Benon Dispensary","Trans Nzoia","0.98199","35.31329"
"614","Benrose Clinic","Homa Bay","-0.6248","34.50197"
"615","Bens Labs","Kirinyaga","-0.47","37.3994"
"616","Bensu Health Care Medical Clinic","Meru","0.23298","37.94295"
"617","Beramo Dispensary","Wajir","2.56342","39.29378"
"618","Best Healthlife Clinic","Uasin Gishu","0.48397","35.26107"
"619","Beta Care Nursing Home","Kiambu","-1.06305","36.78275"
"620","Beta Medical & Skin Clinic","Mombasa","-4.0523","39.6737"
"621","Bethania Clinic","Nakuru","-0.56696","36.11691"
"622","Bethania Medical Clinic","Nakuru","0.25742","36.10862"
"623","Bethany Clinic","Kirinyaga","-0.4764","37.23567"
"624","Bethany Dispensary","Kwale","-4.1123","39.3347"
"625","Bethany Family Clinic","Nyeri","-0.30114","36.81861"
"626","Bethany Health Services Clinic","Makueni","-1.87708","37.52179"
"627","Bethel Clinic","Nairobi","-1.27297","36.86882"
"628","Bethel Hospital (Nandi)","Nandi","0.19746","35.21279"
"629","Bethel Medical Clinic","Kiambu","-1.15278","36.92901"
"630","Bethelm Clinic","Kajiado","-1.39607","36.7559"
"631","Bethezda Medical Clinic","Nandi","0.10409","35.18542"
"632","Bethsaida (AIC) Clinic (Nakuru)","Nakuru","-0.17608","36.03875"
"633","Bethsaida (PCEA) Dispensary (Nyeri)","Nyeri","-0.491107","36.8937"
"634","Bethsaida Catholic Dispensary","Kiambu","-1.16838","36.80454"
"635","Bethsaida Clinic (Kirinyaga-Gathiga)","Kirinyaga","-1.217","36.741"
"636","Bethsaida Clinic (Kirinyaga-Thiba)","Kirinyaga","-0.61046","37.3477"
"637","Bethsaida Grandcure Medical Clinic","Tharaka Nithi","-0.27232","37.65471"
"638","Bethsaida Medical Clinic (Gatundu)","Kiambu","-1.01251","36.90515"
"639","Bethsaida Medical Clinic (Kangundo)","Machakos","-1.29687","37.2802"
"640","Bethwell Clinic","Embu","-0.301786","37.4277"
"641","Betta Health Care","Meru","0.22917","37.94144"
"642","Better Health Services","Nakuru","-0.82184","36.20376"
"643","Better Medical Clinic","Garissa","-0.44635","39.63887"
"644","Better off Knowing Stand Alone VCT Centre (Liverpo","Kilifi","-3.22413","40.0883"
"645","Beula's Clinic","Kajiado","-1.33503","36.67335"
"646","Bevans Medical Clinic","Nyeri","-0.47988","37.12576"
"647","Bewa Medical clinic","Bungoma","0.73459","34.57697"
"648","Beyond the Bridge Vision VCT","Nairobi","-1.31558","36.78842"
"649","Bgp Block 10Ba Base Camp Clinic","Turkana","3.32005","35.51874"
"650","Biafra Lions Clinic","Nairobi","-1.28234","36.8485"
"651","Biafra Medical Clinic","Nairobi","-1.286837","36.849544"
"652","Bibirioni Health Centre","Kiambu","-1.08108","36.6171"
"653","Bible Faith Church Medical Services Dispensary","West Pokot","1.21231","35.14601"
"654","Bidii Health Centre","Trans Nzoia","1.05023","35.01692"
"655","Biftu Medical Clinic (Moyale)","Marsabit","3.5234","39.0584"
"656","Bigem Clinic","Kirinyaga","-0.62636","37.2557"
"657","Bigot Medical Clinic","Nakuru","-0.67489","36.4328"
"658","Bikeke Helth Centre","Trans Nzoia","1.0001","35.05789"
"659","Bilashaka Dispensary","Kwale","-4.483","39.45902"
"660","Biliqi Sericho Dispensary","Isiolo","0.12423","39.06023"
"661","Biliqo Marara Dispensary","Isiolo","0.8769","38.39699"
"662","Bindura Dispensary","Uasin Gishu","0.27335","35.36305"
"663","Binyo Medical Clinic","Nakuru","0.140937","36.2427"
"664","Biotisho Ang' Medical Clinic","Samburu","1.02566","36.58766"
"665","Biretwa health centre","Elgeyo Marakwet","0.53801","35.55826"
"666","Biribiriet Dispensary","Nandi","0.38656","35.18715"
"667","Birunda (Lyavo Project) Clinic","Trans Nzoia","0.96075","34.93189"
"668","Bisan Biliqo Dispensary","Isiolo","0.91232","38.33232"
"669","Bishop Kioko Catholic Hospital","Machakos","-1.52639","37.26279"
"670","Bisil Health Centre","Kajiado","-2.08564","36.79429"
"671","Bismillahi Medical Clinic","Mandera","3.93944","41.85759"
"672","Bismillahi Medical Clinic (Garissa)","Garissa","-0.44958","39.64025"
"673","Bitare Dispensary","Kisii","-0.7049","34.69538"
"674","Bituyu Dispensary","Bungoma","0.74392","34.69958"
"675","Biyamadhow Health Centre","Wajir","0.6138","40.41323"
"676","Blessed Louis Palazzolo Health Centre","Kiambu","-1.122349","36.77224"
"677","Blessed Medical Clinic","Nairobi","-1.31551","36.79282"
"678","Bliss Health Care Limited","Nairobi","-1.29369","36.82767"
"679","Blissgvs Health Care Pipeline","Nairobi","-1.32008","36.90012"
"680","Blue Cross Medical Clicnic","Nakuru","-0.4984","36.32246"
"681","Blue Haven Medical Clinic","Kiambu","-1.19714","36.92414"
"682","Blue House Dispensary","Nairobi","-1.26632","36.85339"
"683","Blue Light Nursing Home","Mandera","3.93767","41.86112"
"684","Blue Line Clinic","Kirinyaga","-0.50566","37.28005"
"685","Blue Nile Medical Clinic","Kilifi","-3.60981","39.85414"
"686","Bluebells Medical Clinic","Machakos","-1.3897","36.94023"
"687","Blueturtle","Kitui","-1.42026","38.03823"
"688","Boarder Medical Clinic Namanga","Kajiado","-2.54595","36.78698"
"689","Bobaracho Dispensary","Kisii","-0.77956","34.85261"
"690","Bodaki Health Centre","Nairobi","-1.26859","36.75583"
"691","Bodaki Medical Clinic","Nairobi","-1.27617","36.7558"
"692","Boddu Pharmacy Ltd","Meru","3.93029","41.8686"
"693","Bodhai Dispensary","Garissa","-1.80659","40.67837"
"694","Bodi Health Centre","Kisumu","-0.16328","34.51242"
"695","Bodo Medical Clinic","Kwale","-4.38421","39.52437"
"696","Bofu Dispensary","Kwale","-3.98008","39.43351"
"697","Bogwendo Health Centre(Manga)","Nyamira","-0.64391","34.89357"
"698","Bogyar dispensary","Garissa","-0.10794","39.7376"
"699","Boi Dispensary","Nandi","-0.00827","34.95408"
"700","Boige Health Centre","Kisii","-0.83089","34.66809"
"701","Boito Dispensary","Bomet","-0.59717","35.2346"
"702","Boji Dispensary","Isiolo","0.56748","38.34074"
"703","Boka","Tana River","-1.6618","39.22718"
"704","Bokimai Dispensary","Kisii","-0.7327","34.65188"
"705","Bokole CDF Dispensary","Mombasa","-4.01724","39.60873"
"706","Bokoli Base Clinic","Bungoma","0.71391","34.65859"
"707","Bokoli Hospital","Bungoma","0.71026","34.66171"
"708","Boma La Tumaini VCT","Kajiado","-2.92876","37.50805"
"709","Bomani Dispensary","Kilifi","-3.88414","39.74945"
"710","Bomas of Kenya Dispensary","Nairobi","-1.3368","36.76819"
"711","Bombi Dispensary","Kilifi","-3.07925","39.47874"
